timestamp,region,dc,device_id,device_role,interface,optical_power_dbm,error_count,asic_temp,utilization_pct
1772056105.5900,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0111,0,56.4300,38.9800
1772056105.5900,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0154,0,55.3300,39.1000
1772056105.5900,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0354,0,54.2100,30.3800
1772056105.5900,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.0824,0,54.1600,49.7200
1772056105.5900,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0357,0,53.9100,35.1100
1772056105.5900,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9433,0,55.0500,37.9700
1772056105.5900,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.8855,0,52.3600,32.9000
1772056105.5900,westus,dc2,Leaf-02,Leaf,Eth1/1,-8.0944,0,54.1100,48.7900
1772056105.5900,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.0387,0,50.2800,42.7000
1772056105.5900,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0532,0,54.6600,49.6500
1772056105.5900,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9919,0,54.3800,42.3000
1772056106.5899,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9814,0,55.2000,40.1400
1772056106.5899,eastus,dc1,Leaf-02,Leaf,Eth1/1,-8.0085,0,54.7000,45.8200
1772056106.5899,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.0037,0,54.5800,43.0700
1772056106.5899,eastus,dc1,Leaf-04,Leaf,Eth1/1,-8.0914,0,58.2300,31.8000
1772056106.5899,eastus,dc1,Leaf-05,Leaf,Eth1/1,-7.9829,0,54.6200,32.6500
1772056106.5899,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9546,0,57.9900,42.3400
1772056106.5899,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0102,0,53.6200,43.6800
1772056106.5899,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0643,0,53.6300,46.5700
1772056106.5899,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0084,0,56.0000,35.0900
1772056106.5899,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0396,0,52.6500,43.1700
1772056106.5899,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9837,0,57.8700,30.2200
1772056106.5899,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0521,0,47.9300,35.6300
1772056106.5899,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9806,0,52.4500,31.1000
1772056106.5899,westus,dc1,Leaf-04,Leaf,Eth1/1,-7.9839,0,52.5500,33.5200
1772056106.5899,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9274,0,52.5200,33.5100
1772056106.5899,westus,dc2,Leaf-01,Leaf,Eth1/1,-8.1869,0,56.4500,36.2700
1772056106.5899,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.8794,0,54.0100,49.8100
1772056106.5899,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.0620,0,55.5800,35.2800
1772056106.5899,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0100,0,57.1900,38.4400
1772056106.5899,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9749,0,54.5900,45.8600
1772056107.5901,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9995,0,53.7600,47.1500
1772056107.5901,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9159,0,57.5300,38.5600
1772056107.5901,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.1187,0,53.2800,38.1700
1772056107.5901,eastus,dc1,Leaf-04,Leaf,Eth1/1,-8.0633,0,55.5800,36.4300
1772056107.5901,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0352,0,55.7200,31.3400
1772056107.5901,eastus,dc2,Leaf-01,Leaf,Eth1/1,-8.0580,0,53.9700,44.2200
1772056107.5901,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0191,0,55.9400,35.5400
1772056107.5901,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0373,0,56.1800,37.6300
1772056107.5901,eastus,dc2,Leaf-04,Leaf,Eth1/1,-7.9884,0,53.7000,47.5000
1772056107.5901,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9518,0,56.0600,34.1800
1772056107.5901,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0198,0,52.3700,47.1800
1772056107.5901,westus,dc1,Leaf-02,Leaf,Eth1/1,-7.9647,0,53.2000,33.2100
1772056107.5901,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.0430,0,53.5400,41.6800
1772056107.5901,westus,dc1,Leaf-04,Leaf,Eth1/1,-7.9408,0,53.5700,46.8100
1772056107.5901,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9352,0,53.6800,39.5700
1772056107.5901,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9258,0,57.2600,47.9400
1772056107.5901,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.9927,0,53.6600,44.7100
1772056107.5901,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9500,0,53.3200,35.1200
1772056107.5901,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0196,0,54.6500,33.7800
1772056107.5901,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9167,0,54.1100,44.0900
1772056108.5899,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9637,0,54.1800,36.1100
1772056108.5899,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9188,0,56.1200,48.8900
1772056108.5899,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9771,0,54.3000,30.4700
1772056108.5899,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9573,0,51.6400,47.4200
1772056108.5899,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0197,0,51.1300,46.7700
1772056108.5899,eastus,dc2,Leaf-01,Leaf,Eth1/1,-8.0146,0,52.2000,30.4000
1772056108.5899,eastus,dc2,Leaf-02,Leaf,Eth1/1,-7.9977,0,54.7500,48.2700
1772056108.5899,eastus,dc2,Leaf-03,Leaf,Eth1/1,-7.9997,0,55.7800,31.7800
1772056108.5899,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0506,0,55.3700,30.8800
1772056108.5899,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0471,0,55.1400,30.6500
1772056108.5899,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9570,0,55.2700,43.6800
1772056108.5899,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0303,0,55.7900,42.9700
1772056108.5899,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9728,0,52.0300,34.2800
1772056108.5899,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0639,0,55.9900,37.4100
1772056108.5899,westus,dc1,Leaf-05,Leaf,Eth1/1,-8.0056,0,55.8400,46.9500
1772056108.5899,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9956,0,54.9600,49.5500
1772056108.5899,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.9594,0,51.6700,35.0100
1772056108.5899,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.1052,0,55.8300,39.2900
1772056108.5899,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0459,0,56.8700,32.6500
1772056108.5899,westus,dc2,Leaf-05,Leaf,Eth1/1,-8.0839,0,55.8200,43.3700
1772056109.5898,eastus,dc1,Leaf-01,Leaf,Eth1/1,-8.0746,0,52.5700,39.8500
1772056109.5898,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9886,0,56.7100,34.2400
1772056109.5898,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9920,0,56.5300,37.2200
1772056109.5898,eastus,dc1,Leaf-04,Leaf,Eth1/1,-8.0227,0,51.2700,36.1400
1772056109.5898,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0077,0,54.0100,36.4200
1772056109.5898,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9855,0,56.5000,43.6900
1772056109.5898,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0115,0,53.8900,39.3700
1772056109.5898,eastus,dc2,Leaf-03,Leaf,Eth1/1,-7.9783,0,59.1800,32.2300
1772056109.5898,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0330,0,60.1100,46.6300
1772056109.5898,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0454,0,55.1400,48.7300
1772056109.5898,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0733,0,56.2100,40.8800
1772056109.5898,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0420,0,55.1400,36.1300
1772056109.5898,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.1655,0,54.5600,39.9300
1772056109.5898,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0952,0,52.1100,48.9800
1772056109.5898,westus,dc1,Leaf-05,Leaf,Eth1/1,-8.0315,0,53.9700,41.3300
1772056109.5898,westus,dc2,Leaf-01,Leaf,Eth1/1,-8.0536,0,53.0600,36.0500
1772056109.5898,westus,dc2,Leaf-02,Leaf,Eth1/1,-8.0041,0,53.0200,46.4200
1772056109.5898,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9268,0,56.7100,39.3000
1772056109.5898,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0374,0,58.7000,43.1800
1772056109.5898,westus,dc2,Leaf-05,Leaf,Eth1/1,-8.0451,0,56.1500,42.0900
1772056110.5898,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9734,0,58.4200,39.9500
1772056110.5898,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9862,0,58.5000,32.1500
1772056110.5898,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9901,0,52.3800,32.2900
1772056110.5898,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9710,0,53.9500,36.2400
1772056110.5898,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0224,0,52.9800,48.0800
1772056110.5898,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9978,0,48.2000,32.1100
1772056110.5898,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0137,0,55.4700,31.2000
1772056110.5898,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0316,0,51.9900,43.9400
1772056110.5898,eastus,dc2,Leaf-04,Leaf,Eth1/1,-7.9447,0,57.9000,38.8800
1772056110.5898,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9520,0,51.9100,40.4900
1772056110.5898,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9313,0,57.3500,47.2600
1772056110.5898,westus,dc1,Leaf-02,Leaf,Eth1/1,-7.9742,0,49.4100,39.1900
1772056110.5898,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9574,0,55.9600,34.7800
1772056110.5898,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0621,0,54.3000,39.7600
1772056110.5898,westus,dc1,Leaf-05,Leaf,Eth1/1,-8.0359,0,51.5800,49.5600
1772056110.5898,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9889,0,53.3800,35.3800
1772056110.5898,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.9375,0,53.2700,32.9400
1772056110.5898,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.0508,0,55.8300,40.0600
1772056110.5898,westus,dc2,Leaf-04,Leaf,Eth1/1,-7.9969,0,53.8000,35.7300
1772056110.5898,westus,dc2,Leaf-05,Leaf,Eth1/1,-8.0205,0,56.7400,43.3000
1772056111.5899,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9865,0,56.4000,30.2300
1772056111.5899,eastus,dc1,Leaf-02,Leaf,Eth1/1,-8.0415,0,54.0200,42.6400
1772056111.5899,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9430,0,53.5600,31.3300
1772056111.5899,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9513,0,56.3200,32.6800
1772056111.5899,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0868,0,55.2100,34.3500
1772056111.5899,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9731,0,54.2800,38.8900
1772056111.5899,eastus,dc2,Leaf-02,Leaf,Eth1/1,-7.9585,0,55.8800,46.6400
1772056111.5899,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0067,0,55.4500,32.5100
1772056111.5899,eastus,dc2,Leaf-04,Leaf,Eth1/1,-7.9792,0,53.5800,49.8500
1772056111.5899,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9991,0,56.5000,43.9600
1772056111.5899,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9282,0,55.5100,43.0500
1772056111.5899,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0016,0,53.4800,40.0200
1772056111.5899,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.0448,0,56.3000,40.9200
1772056111.5899,westus,dc1,Leaf-04,Leaf,Eth1/1,-7.9422,0,56.0200,30.2800
1772056111.5899,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9629,0,50.9100,37.4400
1772056111.5899,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9581,0,53.4900,45.8000
1772056111.5899,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.9325,0,56.1200,39.0600
1772056111.5899,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.0489,0,55.6500,37.6300
1772056111.5899,westus,dc2,Leaf-04,Leaf,Eth1/1,-7.9995,0,58.7700,44.3900
1772056111.5899,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9809,0,55.9800,30.7900
1772056112.5899,eastus,dc1,Leaf-01,Leaf,Eth1/1,-8.0808,0,58.2800,42.4300
1772056112.5899,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9915,0,54.0900,42.7500
1772056112.5899,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.0829,0,55.9700,46.1700
1772056112.5899,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9867,0,54.4500,41.6500
1772056112.5899,eastus,dc1,Leaf-05,Leaf,Eth1/1,-7.9947,0,53.8600,39.0100
1772056112.5899,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9529,0,55.3400,39.1900
1772056112.5899,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0123,0,57.6000,33.2800
1772056112.5899,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0009,0,54.3300,49.9700
1772056112.5899,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0518,0,55.2000,40.3000
1772056112.5899,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9762,0,52.8000,42.5300
1772056112.5899,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9969,0,55.1200,37.0000
1772056112.5899,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0359,0,54.8400,38.6100
1772056112.5899,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.0392,0,53.3400,31.5800
1772056112.5899,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0346,0,49.3500,36.8500
1772056112.5899,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9510,0,58.0800,35.5600
1772056112.5899,westus,dc2,Leaf-01,Leaf,Eth1/1,-8.0484,0,56.5700,37.3500
1772056112.5899,westus,dc2,Leaf-02,Leaf,Eth1/1,-8.0324,0,53.7500,38.4500
1772056112.5899,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9471,0,53.5900,38.7400
1772056112.5899,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0277,0,55.6100,42.9000
1772056112.5899,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9424,0,53.8400,46.3100
1772056113.5895,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9467,0,50.0800,42.8700
1772056113.5895,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9595,0,53.0500,39.3900
1772056113.5895,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9860,0,55.2000,48.9400
1772056113.5895,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9434,0,55.3100,47.6800
1772056113.5895,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0155,0,56.0600,48.6500
1772056113.5895,eastus,dc2,Leaf-01,Leaf,Eth1/1,-8.0016,0,56.0800,47.4000
1772056113.5895,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0660,0,54.0500,45.4000
1772056113.5895,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0412,0,53.5000,44.1400
1772056113.5895,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0239,0,54.0600,32.4600
1772056113.5895,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0345,0,55.3800,48.5600
1772056113.5895,westus,dc1,Leaf-01,Leaf,Eth1/1,-7.9733,0,51.3100,36.6300
1772056113.5895,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.1216,0,55.8200,32.7200
1772056113.5895,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9959,0,51.9600,44.4600
1772056113.5895,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0590,0,56.0800,47.0400
1772056113.5895,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9382,0,56.7500,33.9100
1772056113.5895,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9681,0,56.2900,39.7200
1772056113.5895,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.8888,0,54.6800,35.6600
1772056113.5895,westus,dc2,Leaf-03,Leaf,Eth1/1,-8.0088,0,50.8700,39.0300
1772056113.5895,westus,dc2,Leaf-04,Leaf,Eth1/1,-7.9967,0,52.0300,45.7600
1772056113.5895,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9614,0,55.3900,46.3200
1772056114.5896,eastus,dc1,Leaf-01,Leaf,Eth1/1,-8.0426,0,52.7600,33.6200
1772056114.5896,eastus,dc1,Leaf-02,Leaf,Eth1/1,-8.0447,0,52.1100,40.9400
1772056114.5896,eastus,dc1,Leaf-03,Leaf,Eth1/1,-7.9760,0,54.7300,32.3800
1772056114.5896,eastus,dc1,Leaf-04,Leaf,Eth1/1,-8.0394,0,59.1000,32.9300
1772056114.5896,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.1070,0,53.9800,45.8700
1772056114.5896,eastus,dc2,Leaf-01,Leaf,Eth1/1,-8.0178,0,54.2300,36.9600
1772056114.5896,eastus,dc2,Leaf-02,Leaf,Eth1/1,-7.9231,0,55.9100,36.1300
1772056114.5896,eastus,dc2,Leaf-03,Leaf,Eth1/1,-8.0794,0,53.1000,42.3800
1772056114.5896,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0066,0,51.4200,43.4300
1772056114.5896,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9154,0,55.0300,34.7200
1772056114.5896,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0309,0,56.5100,37.1200
1772056114.5896,westus,dc1,Leaf-02,Leaf,Eth1/1,-8.0400,0,53.3000,44.8900
1772056114.5896,westus,dc1,Leaf-03,Leaf,Eth1/1,-8.1117,0,55.1700,40.0400
1772056114.5896,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0448,0,54.1600,30.9600
1772056114.5896,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9754,0,52.4900,33.9800
1772056114.5896,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9659,0,56.8700,36.0300
1772056114.5896,westus,dc2,Leaf-02,Leaf,Eth1/1,-7.9641,0,52.5500,40.8500
1772056114.5896,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9448,0,56.1200,42.5900
1772056114.5896,westus,dc2,Leaf-04,Leaf,Eth1/1,-8.0531,0,54.2300,40.0500
1772056114.5896,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9505,0,52.2100,42.3500
1772056115.5897,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9654,0,53.4700,33.3100
1772056115.5897,eastus,dc1,Leaf-02,Leaf,Eth1/1,-8.0254,0,56.4600,40.9600
1772056115.5897,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.0141,0,55.5400,32.6100
1772056115.5897,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9956,0,55.5200,38.8500
1772056115.5897,eastus,dc1,Leaf-05,Leaf,Eth1/1,-8.0223,0,55.4700,35.5900
1772056115.5897,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9507,0,50.5100,38.2600
1772056115.5897,eastus,dc2,Leaf-02,Leaf,Eth1/1,-7.9859,0,54.2300,44.9400
1772056115.5897,eastus,dc2,Leaf-03,Leaf,Eth1/1,-7.9683,0,55.0800,45.0000
1772056115.5897,eastus,dc2,Leaf-04,Leaf,Eth1/1,-8.0410,0,56.5200,36.5800
1772056115.5897,eastus,dc2,Leaf-05,Leaf,Eth1/1,-7.9887,0,52.5200,45.8400
1772056115.5897,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0013,0,55.1400,42.7100
1772056115.5897,westus,dc1,Leaf-02,Leaf,Eth1/1,-7.9619,0,54.7500,49.6400
1772056115.5897,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9780,0,57.1000,30.7300
1772056115.5897,westus,dc1,Leaf-04,Leaf,Eth1/1,-8.0064,0,51.5800,45.2200
1772056115.5897,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9822,0,52.2500,42.2400
1772056115.5897,westus,dc2,Leaf-01,Leaf,Eth1/1,-8.0420,0,54.4100,41.3300
1772056115.5897,westus,dc2,Leaf-02,Leaf,Eth1/1,-8.0186,0,56.3200,39.5700
1772056115.5897,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9713,0,54.6600,45.4000
1772056115.5897,westus,dc2,Leaf-04,Leaf,Eth1/1,-7.9819,0,55.4400,39.5900
1772056115.5897,westus,dc2,Leaf-05,Leaf,Eth1/1,-7.9515,0,55.7900,40.1600
1772056116.5899,eastus,dc1,Leaf-01,Leaf,Eth1/1,-7.9112,0,58.3600,31.5700
1772056116.5899,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9831,0,54.0100,42.0800
1772056116.5899,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.0305,0,54.7700,35.5200
1772056116.5899,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9798,0,53.4600,42.7400
1772056116.5899,eastus,dc1,Leaf-05,Leaf,Eth1/1,-7.9305,0,55.5600,48.8500
1772056116.5899,eastus,dc2,Leaf-01,Leaf,Eth1/1,-7.9726,0,54.2900,47.2300
1772056116.5899,eastus,dc2,Leaf-02,Leaf,Eth1/1,-8.0302,0,52.7000,40.4000
1772056116.5899,eastus,dc2,Leaf-03,Leaf,Eth1/1,-7.9531,0,52.5400,46.7900
1772056116.5899,eastus,dc2,Leaf-04,Leaf,Eth1/1,-7.9565,0,54.8400,41.9600
1772056116.5899,eastus,dc2,Leaf-05,Leaf,Eth1/1,-8.0246,0,52.5700,35.6800
1772056116.5899,westus,dc1,Leaf-01,Leaf,Eth1/1,-8.0273,0,54.4000,43.0900
1772056116.5899,westus,dc1,Leaf-02,Leaf,Eth1/1,-7.9643,0,55.0500,41.1900
1772056116.5899,westus,dc1,Leaf-03,Leaf,Eth1/1,-7.9972,0,54.5700,40.2000
1772056116.5899,westus,dc1,Leaf-04,Leaf,Eth1/1,-7.9546,0,55.4000,33.6600
1772056116.5899,westus,dc1,Leaf-05,Leaf,Eth1/1,-7.9487,0,55.9300,41.3500
1772056116.5899,westus,dc2,Leaf-01,Leaf,Eth1/1,-7.9186,0,55.7400,42.7200
1772056116.5899,westus,dc2,Leaf-02,Leaf,Eth1/1,-8.0413,0,57.1000,30.9800
1772056116.5899,westus,dc2,Leaf-03,Leaf,Eth1/1,-7.9808,0,50.4500,41.6700
1772056116.5899,westus,dc2,Leaf-04,Leaf,Eth1/1,-7.9830,0,55.7100,41.0500
1772056116.5899,westus,dc2,Leaf-05,Leaf,Eth1/1,-8.0124,0,54.9900,35.6400
1772056117.5896,eastus,dc1,Leaf-01,Leaf,Eth1/1,-8.0296,0,55.4500,35.9200
1772056117.5896,eastus,dc1,Leaf-02,Leaf,Eth1/1,-7.9561,0,55.4400,33.1000
1772056117.5896,eastus,dc1,Leaf-03,Leaf,Eth1/1,-8.0245,0,56.3400,47.1500
1772056117.5896,eastus,dc1,Leaf-04,Leaf,Eth1/1,-7.9856,0,55.4900,49.8400
